movie_title,release_date,mpaa_rating,total_gross,inflation_adjusted_gross,genre_Action,genre_Adventure,genre_Black Comedy,genre_Comedy,genre_Concert/Performance,genre_Documentary,genre_Drama,genre_Horror,genre_Musical,genre_Romantic Comedy,genre_Thriller/Suspense,genre_Western,total_gross_category,inflation_adjusted_gross_category
Pirates of the Caribbean: At World’…,2007,PG-13,309420425,379129960,False,True,False,False,False,False,False,False,False,False,False,False,High,High
Ratatouille,2007,G,206445654,252955933,False,False,False,True,False,False,False,False,False,False,False,False,High,High
Underdog,2007,PG,43760605,53619462,False,True,False,False,False,False,False,False,False,False,False,False,Medium,Medium
The Game Plan,2007,PG,90648202,111010758,False,False,False,True,False,False,False,False,False,False,False,False,High,High
Dan in Real Life,2007,PG-13,47642963,58350234,False,False,False,False,False,False,False,False,False,True,False,False,Medium,Medium
Enchanted,2007,PG,127706877,156074310,False,False,False,False,False,False,False,False,False,True,False,False,High,High
National Treasure 2: Book of Secrets,2007,PG,219961501,267003525,False,True,False,False,False,False,False,False,False,False,False,False,High,High
Hannah Montana/Miley Cyrus: Best of B…,2008,G,65281781,76646993,False,False,False,False,True,False,False,False,False,False,False,False,High,Medium
Step Up 2 the Streets,2008,PG-13,58017783,68118371,False,False,False,False,False,False,True,False,False,False,False,False,Medium,Medium
College Road Trip,2008,G,45610425,53550960,False,False,False,True,False,False,False,False,False,False,False,False,Medium,Medium
The Chronicles of Narnia: Prince Caspian,2008,PG,141621490,166277038,False,True,False,False,False,False,False,False,False,False,False,False,High,High
WALL-E,2008,G,223808164,262771918,False,True,False,False,False,False,False,False,False,False,False,False,High,High
Swing Vote,2008,PG-13,16289867,19125841,False,False,False,True,False,False,False,False,False,False,False,False,Low,Low
Goal! 2: Living the Dream...,2008,PG-13,225067,264247,False,False,False,False,False,False,True,False,False,False,False,False,Low,Low
Miracle at St. Anna,2008,R,7916887,9295171,False,False,False,False,False,False,True,False,False,False,False,False,Low,Low
Beverly Hills Chihuahua,2008,PG,94514402,110932022,False,False,False,True,False,False,False,False,False,False,False,False,High,High
Morning Light,2008,PG,275093,322979,False,False,False,False,False,True,False,False,False,False,False,False,Low,Low
High School Musical 3: Senior Year,2008,G,90559416,106308538,False,False,False,False,False,False,False,False,True,False,False,False,High,High
Bolt,2008,PG,114053759,133702498,False,False,False,True,False,False,False,False,False,False,False,False,High,High
Bedtime Stories,2008,PG,110101975,128039679,False,False,False,True,False,False,False,False,False,False,False,False,High,High
Confessions of a Shopaholic,2009,PG,44277350,49767744,False,False,False,False,False,False,False,False,False,True,False,False,Medium,Medium
Jonas Brothers: The 3D Concert Experi…,2009,G,38174685,38174685,False,False,False,False,True,False,False,False,False,False,False,False,Medium,Medium
Race to Witch Mountain,2009,PG,67172594,75501997,False,True,False,False,False,False,False,False,False,False,False,False,High,Medium
Hannah Montana the Movie,2009,G,79576189,89443640,False,False,False,False,False,False,True,False,False,False,False,False,High,Medium
Earth,2009,G,32011576,35981010,False,False,False,False,False,True,False,False,False,False,False,False,Medium,Medium
Up,2009,PG,293004164,329336681,False,True,False,False,False,False,False,False,False,False,False,False,High,High
The Proposal,2009,PG-13,163958031,184288829,False,False,False,False,False,False,False,False,False,True,False,False,High,High
G-Force,2009,PG,119436770,134246932,False,True,False,False,False,False,False,False,False,False,False,False,High,High
Gake no ue no Ponyo,2009,G,15090399,16961607,False,True,False,False,False,False,False,False,False,False,False,False,Low,Low
X Games 3D: The Movie,2009,PG,1391434,1563976,False,False,False,False,False,True,False,False,False,False,False,False,Low,Low
Walt and El Grupo,2009,PG,20521,23064,False,False,False,False,False,True,False,False,False,False,False,False,Low,Low
Surrogates,2009,PG-13,38577772,43361416,True,False,False,False,False,False,False,False,False,False,False,False,Medium,Medium
Toy Story 3D Double Feature,2009,G,30702446,34509545,False,True,False,False,False,False,False,False,False,False,False,False,Medium,Low
Disney's A Christmas Carol,2009,PG,137855863,154927105,False,False,False,False,False,False,True,False,False,False,False,False,High,High
The Princess and the Frog,2009,G,104400899,116316457,False,True,False,False,False,False,False,False,False,False,False,False,High,High
Old Dogs,2009,PG,49492060,55503929,False,False,False,True,False,False,False,False,False,False,False,False,Medium,Medium
When in Rome,2010,PG-13,32680633,34917330,False,False,False,False,False,False,False,False,False,True,False,False,Medium,Low
Alice in Wonderland,2010,PG,334191110,357063499,False,True,False,False,False,False,False,False,False,False,False,False,High,High
Waking Sleeping Beauty,2010,PG,80741,86264,False,False,False,False,False,True,False,False,False,False,False,False,Low,Low
The Last Song,2010,PG,62950384,67258772,False,False,False,False,False,False,True,False,False,False,False,False,Medium,Medium
Oceans,2010,G,19422319,20751600,False,False,False,False,False,True,False,False,False,False,False,False,Low,Low
Prince of Persia: Sands of Time,2010,PG-13,90759676,96971361,True,False,False,False,False,False,False,False,False,False,False,False,High,High
Toy Story 3,2010,G,415004880,443408255,False,True,False,False,False,False,False,False,False,False,False,False,High,High
The Sorcerer's Apprentice,2010,PG,63150991,67473105,False,True,False,False,False,False,False,False,False,False,False,False,Medium,Medium
Step Up 3D,2010,PG-13,42400223,45302137,False,False,False,False,False,False,True,False,False,False,False,False,Medium,Medium
Gedo Senki (Tales from Earthsea),2010,PG-13,48658,51988,False,True,False,False,False,False,False,False,False,False,False,False,Low,Low
You Again,2010,PG,25702053,27461121,False,False,False,True,False,False,False,False,False,False,False,False,Medium,Low
Secretariat,2010,PG,59699513,63781920,False,False,False,False,False,False,True,False,False,False,False,False,Medium,Medium
Tangled,2010,PG,200821936,214388548,False,True,False,False,False,False,False,False,False,False,False,False,High,High
Tron: Legacy,2010,PG,172062763,183619259,False,True,False,False,False,False,False,False,False,False,False,False,High,High
Gnomeo and Juliet,2011,G,99967670,106270797,False,False,False,True,False,False,False,False,False,False,False,False,High,High
I am Number Four,2011,PG-13,55100437,58574607,False,True,False,False,False,False,False,False,False,False,False,False,Medium,Medium
Mars Needs Moms,2011,PG,21392758,22741603,False,True,False,False,False,False,False,False,False,False,False,False,Low,Low
African Cats,2011,G,15428747,16401551,False,False,False,False,False,True,False,False,False,False,False,False,Low,Low
Zokkomon,2011,PG,2815,2984,False,True,False,False,False,False,False,False,False,False,False,False,Low,Low
Prom,2011,PG,10130219,10768946,False,False,False,True,False,False,False,False,False,False,False,False,Low,Low
Pirates of the Caribbean: On Stranger…,2011,PG-13,241063875,256263359,False,True,False,False,False,False,False,False,False,False,False,False,High,High
Cars 2,2011,G,191450875,203522177,False,True,False,False,False,False,False,False,False,False,False,False,High,High
Winnie the Pooh,2011,G,26692846,28375869,False,True,False,False,False,False,False,False,False,False,False,False,Medium,Low
The Help,2011,PG-13,169705587,180404976,False,False,False,False,False,False,True,False,False,False,False,False,High,High
Fright Night,2011,R,18298649,19452402,False,False,False,False,False,False,False,True,False,False,False,False,Low,Low
Real Steel,2011,PG-13,85463309,90848019,True,False,False,False,False,False,False,False,False,False,False,False,High,Medium
The Muppets,2011,PG,88625922,94189503,False,False,False,True,False,False,False,False,False,False,False,False,High,Medium
War Horse,2011,PG-13,79883359,84762149,False,False,False,False,False,False,True,False,False,False,False,False,High,Medium
The Secret World of Arietty,2012,G,19192510,20325733,False,True,False,False,False,False,False,False,False,False,False,False,Low,Low
John Carter,2012,PG-13,73058679,77372445,False,True,False,False,False,False,False,False,False,False,False,False,High,Medium
Chimpanzee,2012,G,28965459,30675725,False,False,False,False,False,True,False,False,False,False,False,False,Medium,Low
The Avengers,2012,PG-13,623279547,660081224,True,False,False,False,False,False,False,False,False,False,False,False,High,High
Brave,2012,PG,237282182,251292441,False,True,False,False,False,False,False,False,False,False,False,False,High,High
People Like Us,2012,PG-13,12431792,13165822,False,False,False,False,False,False,True,False,False,False,False,False,Low,Low
The Odd Life of Timothy Green,2012,PG,51853450,54914942,False,False,False,False,False,False,True,False,False,False,False,False,Medium,Medium
Frankenweenie,2012,PG,35287788,37363513,False,False,False,True,False,False,False,False,False,False,False,False,Medium,Medium
Wreck-It Ralph,2012,PG,189412677,200354959,False,True,False,False,False,False,False,False,False,False,False,False,High,High
Lincoln,2012,PG-13,182207973,192122330,False,False,False,False,False,False,True,False,False,False,False,False,High,High
Oz the Great and Powerful,2013,PG,234770996,243434130,False,True,False,False,False,False,False,False,False,False,False,False,High,High
Iron Man 3,2013,PG-13,408992272,424084233,True,False,False,False,False,False,False,False,False,False,False,False,High,High
Monsters University,2013,G,268488329,278395641,False,True,False,False,False,False,False,False,False,False,False,False,High,High
The Lone Ranger,2013,PG-13,89302115,92597388,False,False,False,False,False,False,False,False,False,False,False,True,High,Medium
Disney Planes,2013,PG,90282580,93614037,False,False,False,True,False,False,False,False,False,False,False,False,High,Medium
The Fifth Estate,2013,R,3254172,3374251,False,False,False,False,False,False,True,False,False,False,False,False,Low,Low
Thor: The Dark World,2013,PG-13,206362140,213962184,False,True,False,False,False,False,False,False,False,False,False,False,High,High
Kaze Tachinu,2013,PG-13,5201879,5367415,False,False,False,False,False,False,True,False,False,False,False,False,Low,Low
Frozen,2013,PG,400738009,414997174,False,True,False,False,False,False,False,False,False,False,False,False,High,High
Delivery Man,2013,PG-13,30659817,31787136,False,False,False,True,False,False,False,False,False,False,False,False,Medium,Low
Saving Mr. Banks,2013,PG-13,83299761,86249969,False,False,False,False,False,False,True,False,False,False,False,False,High,Medium
Need for Speed,2014,PG-13,43568507,44955015,True,False,False,False,False,False,False,False,False,False,False,False,Medium,Medium
Muppets Most Wanted,2014,PG,51178893,52807594,False,False,False,True,False,False,False,False,False,False,False,False,Medium,Medium
Captain America: The Winter Soldier,2014,PG-13,259746958,268013076,True,False,False,False,False,False,False,False,False,False,False,False,High,High
Bears,2014,G,17780194,18346024,False,False,False,False,False,True,False,False,False,False,False,False,Low,Low
Million Dollar Arm,2014,PG,36447959,37607865,False,False,False,False,False,False,True,False,False,False,False,False,Medium,Medium
Maleficent,2014,PG,241407328,249089809,False,True,False,False,False,False,False,False,False,False,False,False,High,High
Planes: Fire and Rescue,2014,PG,59157732,61040349,False,True,False,False,False,False,False,False,False,False,False,False,Medium,Medium
Guardians of the Galaxy,2014,PG-13,333172112,343771168,False,True,False,False,False,False,False,False,False,False,False,False,High,High
The Hundred-Foot Journey,2014,PG,54235441,55961409,False,False,False,False,False,False,False,False,False,True,False,False,Medium,Medium
"Alexander and the Terrible, Horrible,…",2014,PG,66954149,69055550,False,False,False,True,False,False,False,False,False,False,False,False,High,Medium
Big Hero 6,2014,PG,222527828,229249222,False,True,False,False,False,False,False,False,False,False,False,False,High,High
Into the Woods,2014,PG,128002372,130894237,False,False,False,False,False,False,False,False,True,False,False,False,High,High
Strange Magic,2015,PG,12429583,12429583,False,True,False,False,False,False,False,False,False,False,False,False,Low,Low
"McFarland, USA",2015,PG,44480275,44480275,False,False,False,False,False,False,True,False,False,False,False,False,Medium,Medium
Cinderella,2015,PG,201151353,201151353,False,False,False,False,False,False,True,False,False,False,False,False,High,High
Monkey Kingdom,2015,G,16432322,16432322,False,False,False,False,False,True,False,False,False,False,False,False,Low,Low
Avengers: Age of Ultron,2015,PG-13,459005868,459005868,True,False,False,False,False,False,False,False,False,False,False,False,High,High
Tomorrowland,2015,PG,93436322,93436322,False,True,False,False,False,False,False,False,False,False,False,False,High,Medium
Inside Out,2015,PG,356461711,356461711,False,True,False,False,False,False,False,False,False,False,False,False,High,High
Ant-Man,2015,PG-13,180202163,180202163,True,False,False,False,False,False,False,False,False,False,False,False,High,High
Bridge of Spies,2015,PG-13,72313754,72313754,False,False,False,False,False,False,False,False,False,False,True,False,High,Medium
The Good Dinosaur,2015,PG,123087120,123087120,False,True,False,False,False,False,False,False,False,False,False,False,High,High
Star Wars Ep. VII: The Force Awakens,2015,PG-13,936662225,936662225,False,True,False,False,False,False,False,False,False,False,False,False,High,High
The Finest Hours,2016,PG,27569558,27569558,False,False,False,False,False,False,False,False,False,False,True,False,Medium,Low
Zootopia,2016,PG,341268248,341268248,False,True,False,False,False,False,False,False,False,False,False,False,High,High
The Jungle Book,2016,PG,364001123,364001123,False,True,False,False,False,False,False,False,False,False,False,False,High,High
A Beautiful Planet,2016,G,7895708,7895708,False,False,False,False,False,True,False,False,False,False,False,False,Low,Low
Captain America: Civil War,2016,PG-13,408084349,408084349,True,False,False,False,False,False,False,False,False,False,False,False,High,High
Alice Through the Looking Glass,2016,PG,77042381,77042381,False,True,False,False,False,False,False,False,False,False,False,False,High,Medium
Finding Dory,2016,PG,486295561,486295561,False,True,False,False,False,False,False,False,False,False,False,False,High,High
The BFG,2016,PG,55483770,55483770,False,True,False,False,False,False,False,False,False,False,False,False,Medium,Medium
Pete’s Dragon,2016,PG,76233151,76233151,False,True,False,False,False,False,False,False,False,False,False,False,High,Medium
The Light Between Oceans,2016,PG-13,12545979,12545979,False,False,False,False,False,False,True,False,False,False,False,False,Low,Low
Queen of Katwe,2016,PG,8874389,8874389,False,False,False,False,False,False,True,False,False,False,False,False,Low,Low
Doctor Strange,2016,PG-13,232532923,232532923,False,True,False,False,False,False,False,False,False,False,False,False,High,High
Moana,2016,PG,246082029,246082029,False,True,False,False,False,False,False,False,False,False,False,False,High,High
Rogue One: A Star Wars Story,2016,PG-13,529483936,529483936,False,True,False,False,False,False,False,False,False,False,False,False,High,High
